onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
36.397	0.083	SACC	203.0	-43.7	-3.4	-74.3	11.737	308.064	156.361	143.024
36.480	0.450	FIXA	-3.4	-73.8	4.6	-72.6	0.457	8.906	1.123	2.103
36.931	0.183	PURS	4.6	-72.7	82.2	-85.0	4.416	184.857	2.358	26.696
37.223	0.309	SACC	419.6	27.2	-5.9	-73.1	25.179	445.443	66.086	127.721
37.531	0.025	HPSO	-5.6	-73.1	1.6	-69.8	0.443	38.190	15.046	18.421
37.556	0.450	PURS	1.6	-69.1	190.7	-60.2	10.652	179.126	2.948	26.867
38.007	0.100	SACC	190.7	-60.8	-27.0	-87.1	12.334	213.057	129.300	128.046
38.107	0.025	LPSO	-27.0	-87.1	-26.6	-87.1	0.023	2.801	0.000	0.934
38.132	0.042	FIXA	-28.3	-84.6	-24.9	-76.0	0.520	56.479	20.794	20.344
38.173	0.275	PURS	-24.9	-76.0	-19.8	-73.2	0.327	15.028	1.743	2.629
38.449	0.234	SACC	-19.8	-74.2	474.0	72.3	28.975	426.686	125.393	145.345
38.682	0.042	FIXA	474.0	72.3	472.5	68.2	0.248	15.157	3.320	6.722
38.724	0.125	SACC	472.2	67.3	-11.1	-91.3	28.611	448.274	221.469	234.094
38.849	0.025	LPSO	-11.1	-91.3	-4.1	-85.5	0.509	33.037	30.645	21.228
38.874	0.242	FIXA	-1.6	-83.4	3.7	-79.2	0.383	22.030	3.297	5.107
39.116	0.150	SACC	4.5	-79.2	525.7	74.4	30.564	320.973	232.456	208.402
39.266	0.025	LPSO	526.9	74.4	532.8	69.9	0.413	39.730	26.091	24.616
39.291	0.125	FIXA	533.3	67.4	513.4	54.6	1.333	52.431	9.750	16.547
39.416	0.117	SACC	511.5	55.1	9.5	-74.1	29.161	437.728	316.592	252.481
39.533	0.025	LPSO	9.5	-76.1	15.8	-72.1	0.422	30.212	29.065	24.149
39.558	0.334	FIXA	15.8	-72.1	20.7	-66.2	0.430	10.724	1.806	2.588
39.892	0.075	ISAC	20.7	-67.1	77.0	-71.2	3.174	127.281	41.782	52.066
39.967	0.033	FIXA	77.0	-71.2	78.1	-71.2	0.059	5.102	0.959	1.755
40.000	0.042	SACC	77.4	-69.4	8.8	-69.2	3.861	163.932	136.948	112.448
40.042	0.025	HPSO	8.1	-69.2	8.7	-87.6	1.039	124.473	4.283	44.244
40.067	0.133	FIXA	8.7	-87.5	7.7	-74.8	0.717	22.038	3.291	6.137
40.200	0.200	SACC	9.1	-74.8	483.2	-47.5	26.716	292.490	159.446	144.024
40.400	0.108	FIXA	483.2	-47.8	480.3	-46.8	0.178	8.586	2.012	2.560
40.509	0.133	SACC	480.3	-47.0	-8.9	-72.3	27.550	446.062	215.468	209.692
40.642	0.017	LPSO	-10.2	-72.3	-10.2	-68.1	0.236	28.243	18.667	18.667
40.659	0.100	FIXA	-9.0	-68.1	-3.3	-68.3	0.323	14.747	2.952	3.908
40.759	0.158	PURS	-3.3	-68.8	-0.0	-71.0	0.224	7.334	1.082	2.173
40.917	0.175	FIXA	-0.0	-71.0	-1.8	-72.8	0.143	8.709	1.191	1.637
41.093	0.117	SACC	-1.8	-71.3	223.7	-63.4	12.691	313.035	150.124	145.199
41.209	0.017	HPSO	225.8	-63.4	227.9	-52.0	0.652	78.137	46.164	46.164
41.226	0.133	FIXA	227.9	-52.0	200.6	-51.9	1.536	86.349	6.846	14.773
41.359	0.125	SACC	200.4	-51.9	480.6	-65.2	15.782	249.404	159.032	130.182
41.485	0.083	FIXA	480.6	-65.2	469.1	-65.5	0.645	59.843	1.000	7.923
41.568	0.100	SACC	466.7	-65.5	17.2	-44.6	25.311	457.644	274.299	256.885
41.668	0.100	FIXA	17.2	-47.1	24.8	-52.1	0.511	29.994	2.291	8.201
41.768	0.317	PURS	24.8	-52.0	16.8	-56.3	0.510	45.994	4.456	8.436
42.085	0.042	ISAC	11.9	-58.3	-31.5	-67.7	2.496	130.478	35.548	67.758
42.127	0.083	FIXA	-31.5	-67.7	-24.3	-80.4	0.822	118.771	1.398	14.968
42.210	0.025	ISAC	-25.3	-82.9	-34.3	-66.1	1.072	128.573	18.148	48.907
42.235	0.025	ILPS	-34.3	-65.2	-27.3	-70.8	0.504	47.215	18.918	23.901
42.260	0.325	PURS	-27.3	-70.8	-25.6	-44.0	1.512	87.052	8.738	12.630
42.585	0.083	FIXA	-25.9	-44.0	-28.8	-42.8	0.174	9.392	3.449	3.561
42.669	0.133	SACC	-25.8	-42.8	436.3	1.7	26.115	307.202	242.385	203.763
42.802	0.142	FIXA	436.3	1.0	428.0	-2.4	0.504	37.630	5.048	7.658
42.944	0.108	SACC	425.6	-4.4	-41.2	-48.2	26.374	468.774	294.600	245.897
43.053	0.058	FIXA	-41.2	-48.2	-33.5	-56.9	0.653	22.419	21.057	13.270
43.111	0.217	PURS	-32.8	-56.9	-26.0	-59.8	0.416	49.516	5.932	8.308
43.328	0.200	SACC	-26.0	-59.2	533.9	42.5	32.010	289.166	198.500	165.713
43.528	0.025	LPSO	531.8	42.5	529.0	45.8	0.245	29.318	13.956	14.425
43.553	0.067	PURS	523.8	47.9	510.3	51.1	0.782	39.222	16.750	17.770
43.620	0.125	SACC	506.5	51.2	-16.6	-65.1	30.142	509.904	245.116	246.588
43.745	0.150	PURS	-16.7	-65.1	-17.2	-43.8	1.194	85.036	2.352	11.279
43.895	0.183	FIXA	-16.6	-43.8	-14.7	-46.5	0.185	11.005	2.560	2.922
44.078	0.100	ISAC	-15.1	-46.5	-14.4	-66.8	1.145	41.046	13.778	16.318
44.178	0.033	FIXA	-14.4	-66.8	-12.2	-77.1	0.591	45.301	13.228	17.939
44.212	0.067	ISAC	-14.4	-73.9	-19.7	-61.5	0.761	92.248	4.220	16.937
44.279	0.025	ILPS	-19.7	-61.7	-20.7	-66.0	0.253	29.084	1.322	10.500
44.304	0.175	FIXA	-20.7	-66.0	-20.7	-79.2	0.739	38.163	2.686	6.375
44.479	0.067	ISAC	-24.2	-79.2	29.6	-57.6	3.261	164.331	43.768	65.558
44.545	0.083	FIXA	29.6	-61.1	31.4	-62.8	0.141	27.335	5.976	11.184
44.629	0.125	PURS	31.4	-66.0	30.5	-50.4	0.880	29.894	5.153	10.165
44.754	0.117	SACC	30.5	-50.9	400.9	25.3	21.269	337.384	200.249	187.872
44.871	0.025	LPSO	400.9	24.3	394.3	16.0	0.596	42.354	38.143	29.156
44.896	0.083	FIXA	391.4	13.8	368.0	6.8	1.372	88.099	6.333	20.286
44.979	0.100	SACC	368.4	6.5	65.5	-56.5	17.404	364.294	172.997	177.009
45.079	0.242	FIXA	65.5	-56.5	63.0	-56.9	0.141	20.422	1.894	3.097
45.321	0.092	ISAC	63.0	-56.0	27.7	-47.0	2.048	103.482	5.867	36.247
45.413	0.150	FIXA	27.7	-47.0	31.0	-41.7	0.347	22.356	4.646	7.365
45.563	0.209	SACC	30.2	-42.4	523.3	44.4	28.162	321.928	150.375	156.423
45.771	0.025	HPSO	521.0	44.4	498.4	27.1	1.596	133.301	58.161	68.988
45.796	0.083	FIXA	488.0	25.7	477.4	14.9	0.855	70.864	15.557	20.971
45.880	0.117	SACC	476.7	18.8	5.1	-46.9	26.788	444.460	248.694	235.434
45.997	0.075	FIXA	5.1	-46.9	12.3	-46.5	0.410	14.680	4.031	5.614
46.072	0.142	PURS	12.4	-46.5	15.7	-47.5	0.196	17.119	2.477	3.572
46.213	0.067	FIXA	15.7	-48.1	15.8	-50.4	0.131	12.172	1.038	2.506
46.280	0.417	PURS	15.8	-50.4	24.3	-101.8	2.931	73.676	13.579	20.365
